step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms
216,256,216.079,184.241,131.182,135823360,82.23,68.293,16.605
217,256,138.909,33.038,116.293,32509952,82.29,17.705,4.911
218,256,170.313,123.711,114.992,90267648,82.31,44.630,10.691
219,256,177.751,147.090,112.977,111988736,82.32,50.877,13.897
220,256,132.961,33.486,115.379,24584192,82.38,14.223,3.359
221,256,191.438,82.658,147.224,61444096,82.42,35.770,8.445
222,256,152.530,71.528,113.361,61444096,82.46,31.502,7.667
223,256,133.062,21.808,118.480,15892480,82.53,12.045,2.537
224,256,240.990,229.305,138.641,173322240,82.50,82.095,20.255
225,256,185.154,119.598,128.469,86024192,82.52,46.249,10.437
226,256,154.457,81.093,113.387,65069056,82.56,33.367,7.703
227,256,174.869,56.401,134.743,49160192,82.60,33.198,6.928
228,256,120.663,12.028,112.497,7950336,82.67,6.519,1.647
229,256,210.072,145.318,135.570,111251456,82.68,61.246,13.255
230,256,188.073,79.646,136.401,59981824,82.72,43.648,8.023
231,256,203.086,58.930,164.577,36872192,82.77,33.461,5.048
232,256,124.054,15.490,112.999,15138816,82.83,8.626,2.430
233,256,184.078,134.803,117.028,102555648,82.84,54.279,12.771
234,256,166.173,100.584,112.996,80949248,82.87,42.976,10.201
235,256,261.531,352.249,128.813,244121600,82.80,104.075,28.644
236,256,212.901,251.729,114.661,180514816,82.76,77.388,20.852
237,256,195.580,215.404,116.074,157540352,82.74,61.246,18.260
238,256,220.363,157.805,134.757,118431744,82.75,70.507,15.099
239,256,232.913,186.381,142.791,136454144,82.74,72.969,17.153
240,256,175.989,145.899,115.052,106926080,82.75,47.793,13.144
241,256,210.026,236.113,120.140,166850560,82.72,70.523,19.363
242,256,193.553,187.745,113.719,142368768,82.71,62.810,17.024
243,256,175.149,140.434,112.804,107638784,82.72,49.402,12.943
244,256,181.828,144.663,114.490,111992832,82.73,53.327,14.011
245,256,230.240,181.929,141.106,127127552,82.73,73.318,15.816
246,256,172.125,106.875,118.913,79466496,82.75,42.991,10.221
247,256,238.770,293.145,118.563,228429824,82.70,93.900,26.306
248,256,450.559,236.170,354.467,170586112,82.67,75.704,20.388
249,256,237.371,237.221,133.319,171175936,82.65,83.113,20.939
250,256,472.783,197.547,384.459,131469312,82.64,72.152,16.172
251,256,213.471,242.681,119.189,175456256,82.61,73.925,20.357
252,256,176.319,144.375,117.742,103411712,82.63,45.719,12.859
253,256,167.301,104.609,117.450,78725120,82.65,40.305,9.546
254,256,201.119,35.295,169.039,28172288,82.70,27.621,4.459
255,256,425.266,33.232,404.129,22351872,82.76,17.278,3.859
256,256,168.235,119.988,117.928,83705856,82.78,39.752,10.556
# summary tokens=256 s/tok=0.209 tok/s=4.789 read_MiB=25142.2 io_s=35.59 compute_s/tok=0.144 io_s/tok=0.139 cache_hit_pct=82.8 n_prompt=42 load_s=19.006 prefill_s=11.976 prefill_tps=3.51 stall_s/tok=0.052 mgmt_s/tok=0.013 cache_resident_MiB=3997.0 cache_budget_MiB=4000.0 cache_resizes=0 spec_read_MiB=0.0 spec_experts=0 spec_useful=0
