step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms
89,256,147.101,210.640,83.760,165199872,71.07,43.041,20.300
90,256,275.769,635.972,88.341,501854208,70.90,125.151,62.277
91,256,211.742,426.013,82.350,336654336,70.90,90.560,38.832
92,256,141.052,186.702,84.731,145489920,71.06,37.800,18.520
93,256,364.687,322.580,273.721,243855360,71.13,61.118,29.848
94,256,146.780,192.165,86.088,157138944,71.27,40.909,19.783
95,256,134.736,157.289,87.061,125607936,71.45,31.995,15.680
96,256,168.152,279.349,84.728,221306880,71.53,56.294,27.130
97,256,324.444,798.748,87.167,636334080,71.25,159.583,77.694
98,256,244.323,536.610,86.491,427659264,71.16,106.092,51.741
99,256,175.467,299.932,87.223,234233856,71.23,59.045,29.199
100,256,206.456,405.160,85.602,323555328,71.23,81.553,39.302
101,256,188.619,344.455,86.088,278286336,71.27,68.077,34.453
102,256,143.860,190.625,84.484,155516928,71.40,40.096,19.280
103,256,181.606,330.041,83.720,263331840,71.45,66.669,31.217
104,256,136.726,159.827,85.315,129896448,71.60,34.795,16.616
105,256,353.273,321.994,257.658,249999360,71.65,65.594,30.021
106,256,114.416,100.890,83.083,70717440,71.85,21.777,9.556
107,256,205.671,409.204,86.191,322510848,71.84,80.200,39.280
108,256,142.231,176.644,87.527,138940416,71.98,37.390,17.314
109,256,114.741,99.308,80.996,77266944,72.16,23.395,10.351
110,256,133.801,159.042,83.413,126652416,72.30,34.702,15.686
111,256,152.489,228.880,84.251,183226368,72.39,46.533,21.705
112,256,164.994,244.367,89.493,194641920,72.48,51.428,24.074
113,256,263.945,598.181,89.261,472350720,72.35,116.428,58.256
114,256,155.102,229.701,84.636,181776384,72.45,48.444,22.023
115,256,453.806,669.578,261.572,517386240,72.29,129.780,62.454
116,256,152.901,190.321,93.397,147750912,72.41,41.229,18.275
117,256,120.393,113.545,82.889,88510464,72.57,25.208,12.296
118,256,207.334,415.533,87.193,334454784,72.55,79.710,40.430
119,256,215.269,402.277,105.175,318689280,72.54,69.448,40.646
120,256,512.709,713.261,302.379,556400640,72.36,142.123,68.207
121,256,249.818,553.370,86.775,446091264,72.26,109.297,53.746
122,256,157.391,238.641,86.795,188153856,72.34,47.396,23.200
123,256,210.930,420.657,86.154,335671296,72.32,84.367,40.409
124,256,183.837,336.368,84.373,264142848,72.36,67.840,31.624
125,256,209.247,428.514,83.308,334626816,72.34,86.832,39.107
126,256,209.651,416.706,89.286,327499776,72.32,80.004,40.361
127,256,143.399,176.296,88.525,139345920,72.44,37.285,17.588
128,256,144.035,195.054,84.882,154300416,72.54,40.120,19.032
129,256,111.995,90.794,82.310,70078464,72.69,20.435,9.250
130,256,116.762,109.951,81.587,78311424,72.84,24.773,10.402
131,256,109.705,78.631,83.264,61267968,72.99,18.096,8.345
132,256,123.547,133.408,81.843,102076416,73.12,29.014,12.689
133,256,186.853,327.669,89.914,239161344,73.16,67.147,29.792
134,256,112.335,65.533,89.617,43646976,73.32,16.629,6.088
135,256,91.788,24.347,82.982,14954496,73.50,6.092,2.714
136,256,136.140,168.443,83.117,130535424,73.60,37.001,16.022
137,256,103.729,61.907,82.069,40169472,73.76,15.912,5.748
138,256,161.366,253.541,82.293,202469376,73.81,55.164,23.910
139,256,118.615,99.079,84.454,75177984,73.95,23.781,10.380
140,256,98.235,44.394,82.772,30953472,74.10,10.746,4.717
141,256,92.338,28.370,82.160,17620992,74.27,6.816,3.362
142,256,104.385,67.349,81.280,45502464,74.41,16.777,6.327
143,256,93.533,33.696,81.993,24170496,74.57,7.616,3.924
144,256,121.975,128.228,82.595,101031936,74.68,26.694,12.686
145,256,107.255,71.334,81.683,52457472,74.81,18.113,7.459
146,256,145.754,158.194,94.587,124796928,74.90,35.750,15.417
147,256,114.394,67.595,90.123,47124480,75.04,17.610,6.661
148,256,302.424,142.976,259.500,106131456,75.14,28.517,14.407
149,256,263.167,560.011,103.533,434270208,75.04,109.400,50.234
150,256,229.394,425.039,119.121,332021760,75.01,75.467,34.806
151,256,200.879,250.104,124.269,192847872,75.06,54.301,22.309
152,256,167.122,266.224,87.125,212324352,75.09,53.479,26.519
153,256,289.127,674.165,89.193,534196224,74.95,134.985,64.948
154,256,179.043,306.200,88.434,239099904,74.98,60.910,29.699
155,256,146.225,200.332,85.918,158822400,75.04,40.861,19.446
156,256,375.239,239.484,301.500,176037888,75.10,50.713,23.026
157,256,169.907,272.917,86.657,220090368,75.13,56.076,27.174
158,256,170.768,283.912,85.114,221712384,75.16,58.501,27.153
159,256,123.862,85.022,91.645,63528960,75.27,23.615,8.601
160,256,115.353,67.327,89.180,46313472,75.40,20.697,5.476
161,256,126.372,95.221,90.699,71933952,75.50,27.040,8.633
162,256,103.011,38.242,87.255,22548480,75.64,12.339,3.418
163,256,139.591,150.985,91.403,115986432,75.72,35.294,12.895
164,256,226.151,428.123,104.732,333643776,75.68,83.231,38.188
165,256,125.860,101.988,91.173,74600448,75.79,26.478,8.209
166,256,95.175,27.944,84.187,17215488,75.92,8.416,2.572
167,256,263.810,592.095,90.163,471539712,75.81,116.388,57.259
168,256,195.983,373.380,86.496,297762816,75.80,73.244,36.243
169,256,144.535,191.016,85.940,151867392,75.85,39.578,19.017
170,256,150.190,198.323,89.039,161894400,75.91,41.176,19.975
171,256,389.598,441.174,263.533,344309760,75.87,84.141,41.924
172,256,127.238,126.234,86.066,100798464,75.95,28.003,13.170
173,256,301.850,91.886,270.317,66195456,76.05,21.995,9.537
174,256,114.096,84.825,85.818,63934464,76.15,19.688,8.591
175,256,123.838,104.264,90.567,81149952,76.24,22.411,10.860
176,256,98.789,45.686,82.716,31358976,76.36,11.337,4.736
177,256,187.545,348.660,83.324,270925824,76.35,72.764,31.457
178,256,262.012,587.205,88.900,464990208,76.25,115.649,57.463
179,256,687.798,659.513,492.127,496754688,76.14,132.584,63.087
180,256,193.808,323.126,98.231,263503872,76.14,62.477,33.099
181,256,177.005,257.147,100.952,204324864,76.17,51.014,25.039
182,256,209.409,401.579,90.764,326283264,76.14,77.926,40.719
183,256,159.311,235.155,86.491,180092928,76.18,50.138,22.682
184,256,414.696,213.689,351.159,161488896,76.23,42.677,20.860
185,256,135.834,152.523,86.133,117436416,76.30,34.767,14.933
186,256,149.669,206.035,85.522,161722368,76.35,44.429,19.717
187,256,109.221,63.032,86.556,44052480,76.45,16.906,5.759
188,256,152.608,208.853,88.568,163749888,76.49,44.075,19.965
189,256,109.038,68.043,84.876,50601984,76.59,16.730,7.431
190,256,104.286,59.372,84.363,45502464,76.69,13.565,6.357
191,256,196.666,366.899,89.413,285880320,76.67,73.082,34.170
192,256,198.975,365.923,92.037,284430336,76.66,70.160,36.777
193,256,171.151,267.854,91.863,210874368,76.68,53.033,26.255
194,256,270.848,283.271,190.029,215162880,76.70,53.454,27.365
195,256,152.533,182.012,95.923,140795904,76.76,38.375,18.236
196,256,152.848,174.751,95.121,132157440,76.81,41.719,16.008
197,256,120.100,98.882,87.488,78483456,76.89,21.751,10.861
198,256,250.883,557.623,87.572,445108224,76.81,110.294,53.017
199,256,177.714,289.484,90.767,227684352,76.82,58.449,28.498
200,256,295.520,664.164,107.354,526086144,76.70,123.354,64.812
201,256,189.342,272.808,103.975,165949440,76.75,66.422,18.946
202,256,218.959,409.263,109.216,318222336,76.72,75.338,34.405
203,256,176.739,222.591,105.728,172560384,76.76,52.250,18.761
204,256,139.605,132.734,93.635,102653952,76.82,34.298,11.672
205,256,164.547,205.605,99.358,156966912,76.87,46.228,18.961
206,256,109.038,48.776,90.802,37097472,76.96,13.934,4.302
207,256,366.949,88.213,339.107,52051968,77.05,20.580,7.263
208,256,286.723,195.383,224.379,139345920,77.09,43.670,18.673
209,256,193.633,342.139,92.496,266809344,77.09,66.805,34.332
210,256,264.223,547.284,99.802,440585728,77.01,105.709,58.712
211,256,157.945,180.389,98.174,143634432,77.06,41.510,18.261
212,256,125.824,112.382,89.993,84799488,77.13,24.950,10.881
213,256,168.837,285.829,85.025,214007808,77.14,58.332,25.479
214,256,120.752,109.424,86.294,86888448,77.21,22.731,11.727
215,256,118.111,90.703,87.504,68050944,77.29,20.953,9.654
216,256,106.265,52.628,86.095,38313984,77.37,14.799,5.371
217,256,394.546,266.409,314.789,185020416,77.40,55.289,24.468
218,256,192.909,356.874,87.342,278925312,77.39,71.949,33.619
219,256,117.486,93.150,85.744,69267456,77.46,21.972,9.769
220,256,279.763,637.818,91.182,501166080,77.36,127.216,61.366
221,256,167.091,253.007,89.390,202063872,77.38,52.550,25.151
222,256,161.411,249.988,87.449,195686400,77.40,49.752,24.210
223,256,504.001,683.447,298.441,545095680,77.28,137.020,68.540
224,256,751.101,364.176,648.821,263970816,77.28,68.455,33.825
225,256,167.213,247.798,93.477,199630848,77.30,48.537,25.200
226,256,199.446,360.498,94.082,282574848,77.29,70.119,35.244
227,256,195.831,347.019,93.929,273997824,77.28,68.170,33.732
228,256,199.152,359.461,94.416,286519296,77.27,69.370,35.365
229,256,377.907,318.562,284.407,240377856,77.27,62.599,30.900
230,256,389.538,308.646,296.538,227278848,77.28,64.467,28.533
231,256,169.782,214.750,103.327,165371904,77.31,47.234,19.221
232,256,139.161,116.797,97.944,85032960,77.38,31.444,9.773
233,256,270.602,549.980,110.294,437685760,77.31,110.670,49.639
234,256,331.941,749.580,121.339,594714624,77.18,143.428,67.173
235,256,232.917,411.420,113.661,319266816,77.15,84.395,34.862
236,256,228.150,412.187,107.411,319905792,77.13,84.758,35.980
237,256,275.699,500.165,126.534,397922304,77.08,103.864,45.301
238,256,253.227,509.681,107.675,405172224,77.02,100.165,45.387
239,256,253.542,348.398,146.667,272547840,77.02,75.280,31.596
240,256,179.395,227.670,105.042,177020928,77.05,52.250,22.103
241,256,198.165,267.440,115.997,204963840,77.06,59.826,22.342
242,256,165.156,205.365,101.354,161083392,77.10,45.503,18.300
243,256,149.772,116.877,104.810,83816448,77.16,34.464,10.498
244,256,180.590,154.248,129.727,110075904,77.21,37.971,12.891
245,256,253.771,468.335,129.701,363552768,77.17,83.376,40.694
246,256,233.124,433.698,111.153,339554304,77.14,83.381,38.590
247,256,238.818,427.906,109.477,340770816,77.11,93.295,36.047
248,256,186.895,271.964,106.241,211046400,77.12,57.330,23.324
249,256,219.358,351.036,119.462,272719872,77.12,69.356,30.539
250,256,179.191,258.029,100.623,199569408,77.14,55.554,23.013
251,256,153.921,162.376,102.066,123174912,77.18,36.905,14.950
252,256,145.141,153.007,96.444,112680960,77.23,35.808,12.888
253,256,300.965,657.264,115.523,513970176,77.14,125.724,59.718
254,256,199.992,327.684,102.298,250638336,77.14,70.239,27.455
255,256,150.980,142.414,99.950,108797952,77.19,38.857,12.173
256,256,280.348,564.095,125.449,438558720,77.13,105.422,49.476
# summary tokens=256 s/tok=0.203 tok/s=4.917 read_MiB=55721.4 io_s=74.78 compute_s/tok=0.116 io_s/tok=0.292 cache_hit_pct=77.1 n_prompt=34 load_s=15.151 prefill_s=9.036 prefill_tps=3.76 stall_s/tok=0.060 mgmt_s/tok=0.028 cache_resident_MiB=4000.0 cache_budget_MiB=4000.0 cache_resizes=0 spec_read_MiB=0.0 spec_experts=0 spec_useful=0
