step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms
67,256,218.782,239.181,119.771,188010496,72.62,77.390,21.622
68,256,223.102,219.065,128.184,187858944,72.72,73.756,21.161
69,256,214.421,186.402,127.644,164122624,72.86,69.272,17.505
70,256,183.419,129.715,121.811,115720192,73.06,49.963,11.646
71,256,207.372,210.100,124.052,169631744,73.17,66.695,16.625
72,256,164.462,125.223,108.865,111230976,73.36,43.099,12.498
73,256,155.424,111.416,108.862,86663168,73.57,35.575,10.987
74,256,215.566,223.528,131.178,173965312,73.67,67.250,17.137
75,256,241.317,270.716,140.947,199405568,73.73,79.814,20.556
76,256,201.347,194.326,122.850,158183424,73.85,62.537,15.960
77,256,189.263,149.046,121.395,125009920,74.00,54.898,12.970
78,256,194.036,140.360,126.826,124284928,74.16,53.907,13.302
79,256,170.777,102.233,122.804,87420928,74.35,39.156,8.817
80,256,189.950,140.596,125.055,124301312,74.49,51.402,13.493
81,256,164.620,91.710,122.016,78585856,74.68,34.236,8.369
82,256,176.760,114.659,122.428,100450304,74.85,44.306,10.026
83,256,156.617,63.485,124.335,54861824,75.06,26.648,5.634
84,256,188.086,173.387,122.661,131489792,75.18,52.554,12.871
85,256,162.690,79.465,122.340,65798144,75.38,33.279,7.071
86,256,188.087,128.601,131.098,114204672,75.51,45.687,11.302
87,256,209.074,169.105,130.985,149573632,75.61,62.244,15.845
88,256,156.978,114.201,113.423,81686528,75.78,33.781,9.773
89,256,164.770,44.752,130.250,43347968,75.98,28.636,5.883
90,256,203.155,168.316,134.008,121303040,76.09,56.072,13.074
91,256,188.184,152.762,124.224,128622592,76.20,50.833,13.126
92,256,155.774,64.894,120.533,59973632,76.37,28.944,6.297
93,256,150.048,44.114,121.011,45436928,76.56,24.115,4.921
94,256,147.101,53.031,119.066,48410624,76.74,23.478,4.557
95,256,180.267,155.320,120.534,119185408,76.84,47.904,11.829
96,256,153.646,105.112,110.188,80216064,76.99,34.497,8.961
97,256,199.936,107.593,139.160,93863936,77.11,49.439,11.336
98,256,212.108,261.207,114.209,195063808,77.13,75.045,22.853
99,256,195.486,181.794,118.490,153092096,77.19,60.809,16.187
100,256,182.909,136.232,126.182,117952512,77.30,44.469,12.258
101,256,255.669,254.590,165.280,196435968,77.31,68.718,21.671
102,256,259.013,452.451,111.660,349478912,77.18,108.767,38.585
103,256,240.083,290.708,127.280,241254400,77.16,85.655,27.148
104,256,253.496,340.684,129.857,270262272,77.12,92.543,31.095
105,256,203.742,115.479,141.403,92356608,77.23,50.877,11.462
106,256,204.879,164.694,126.523,138686464,77.30,61.833,16.523
107,256,180.519,61.639,138.256,53514240,77.45,34.974,7.288
108,256,201.966,242.953,108.746,204410880,77.46,69.827,23.393
109,256,231.400,282.692,123.310,213876736,77.46,83.417,24.672
110,256,206.041,207.874,116.249,178528256,77.50,69.041,20.751
111,256,240.417,275.365,128.980,217542656,77.50,88.216,23.221
112,256,191.643,203.616,110.024,166252544,77.54,62.732,18.887
113,256,257.506,318.173,149.267,248336384,77.51,79.051,29.188
114,256,208.215,227.719,118.296,185126912,77.54,68.322,21.597
115,256,217.942,202.872,134.122,155463680,77.59,65.556,18.264
116,256,177.922,125.065,118.713,105549824,77.69,46.681,12.528
117,256,236.579,254.529,133.523,189239296,77.70,80.678,22.377
118,256,200.953,161.680,133.879,128634880,77.78,51.970,15.103
119,256,211.703,171.510,139.734,132841472,77.84,55.402,16.568
120,256,207.558,194.977,122.912,158908416,77.88,65.808,18.838
121,256,244.700,192.144,143.032,169852928,77.92,81.795,19.872
122,256,452.306,122.447,392.533,94609408,78.01,48.080,11.693
123,256,211.716,252.349,119.433,191479808,78.03,69.779,22.504
124,256,195.707,117.736,132.614,96845824,78.12,50.859,12.234
125,256,175.122,142.148,116.707,111239168,78.19,45.318,13.097
126,256,173.975,88.620,134.786,62218240,78.31,30.999,8.189
127,256,181.318,154.346,117.080,126402560,78.37,48.679,15.559
128,256,200.611,114.427,134.472,99053568,78.46,53.977,12.163
129,256,205.391,139.606,137.799,108249088,78.53,54.220,13.372
130,256,192.371,83.563,137.591,73625600,78.63,45.125,9.655
131,256,185.787,100.896,137.975,79572992,78.72,37.523,10.290
132,256,174.550,46.088,144.291,36880384,78.85,25.126,5.132
133,256,197.865,122.381,137.759,99586048,78.92,47.688,12.418
134,256,161.284,103.926,116.908,79593472,79.01,34.617,9.758
135,256,216.098,177.778,132.819,148852736,79.05,65.317,17.961
136,256,167.630,47.405,139.982,36130816,79.17,22.783,4.865
137,256,227.103,229.352,132.353,192077824,79.18,72.331,22.418
138,256,271.554,455.718,121.007,379920384,79.04,106.573,43.974
139,256,180.559,139.275,121.107,113332224,79.11,45.855,13.597
140,256,191.038,84.089,132.194,76603392,79.19,48.454,10.391
141,256,238.340,228.980,138.389,192819200,79.20,76.931,23.020
142,256,235.374,257.012,131.820,195805184,79.20,80.279,23.275
143,256,258.381,336.757,131.546,257265664,79.16,96.734,30.101
144,256,260.157,325.014,155.497,258621440,79.12,73.649,31.011
145,256,210.819,165.861,137.297,121311232,79.17,58.754,14.768
146,256,169.956,135.168,118.257,104038400,79.24,39.373,12.326
147,256,235.591,251.561,132.271,202326016,79.23,79.659,23.661
148,256,191.270,200.171,116.056,156057600,79.26,57.438,17.776
149,256,201.982,176.212,122.682,148250624,79.30,61.679,17.622
150,256,206.956,199.731,128.164,145911808,79.33,61.170,17.622
151,256,230.743,201.826,141.263,159682560,79.36,70.756,18.724
152,256,201.226,104.516,147.952,80924672,79.44,42.738,10.536
153,256,172.255,105.814,121.737,94732288,79.50,38.900,11.618
154,256,208.906,170.401,135.572,135860224,79.54,57.112,16.221
155,256,182.600,79.490,139.629,64331776,79.63,35.021,7.949
156,256,196.799,144.015,122.347,134336512,79.67,58.418,16.035
157,256,186.248,95.776,140.512,66547712,79.75,37.136,8.601
158,256,179.868,137.263,118.632,119951360,79.79,47.163,14.073
159,256,240.031,207.903,149.196,159690752,79.82,71.008,19.827
160,256,181.594,124.384,122.744,108380160,79.87,45.162,13.688
161,256,197.185,152.297,128.267,112001024,79.92,55.384,13.535
162,256,186.785,81.975,140.613,59953152,80.00,38.600,7.572
163,256,165.815,26.052,147.296,19480576,80.11,15.089,3.430
164,256,162.369,84.356,120.564,67170304,80.18,33.323,8.482
165,256,145.224,50.278,116.328,45449216,80.27,22.550,6.345
166,256,177.632,70.043,134.180,57851904,80.35,35.720,7.732
167,256,189.461,113.569,132.572,91762688,80.40,45.576,11.313
168,256,147.242,52.482,117.188,53506048,80.48,23.317,6.737
169,256,355.742,172.335,273.878,138059776,80.51,62.286,19.578
170,256,156.053,71.312,121.065,51896320,80.59,28.427,6.561
171,256,255.353,330.433,131.248,238505984,80.56,96.584,27.521
172,256,180.006,137.979,119.205,116973568,80.60,47.039,13.762
173,256,232.603,245.545,131.533,197939200,80.59,78.220,22.850
174,256,180.312,161.788,117.618,127991808,80.63,47.604,15.090
175,256,229.552,180.874,147.797,136679424,80.66,64.194,17.562
176,256,239.134,234.276,142.412,180531200,80.66,75.409,21.313
177,256,202.339,213.218,119.464,170479616,80.67,63.219,19.656
178,256,159.531,84.568,120.542,70139904,80.73,30.100,8.889
179,256,142.268,49.324,117.554,39714816,80.81,19.488,5.226
180,256,196.270,108.319,141.850,91029504,80.86,42.807,11.613
181,256,171.529,104.230,119.403,89649152,80.92,41.008,11.118
182,256,212.735,173.839,135.200,126517248,80.95,61.500,16.035
183,256,190.759,175.164,122.054,130252800,80.98,53.219,15.485
184,256,179.454,70.172,139.264,59994112,81.05,32.465,7.725
185,256,341.062,373.726,217.668,284454912,80.99,91.352,32.042
186,256,490.750,245.759,400.256,191553536,80.99,67.278,23.216
187,256,171.611,130.424,118.994,99061760,81.03,40.279,12.338
188,256,207.395,128.250,138.379,101941248,81.08,56.682,12.335
189,256,164.154,97.395,117.321,84553728,81.13,36.477,10.356
190,256,230.026,191.424,155.261,138715136,81.15,57.882,16.883
191,256,177.269,116.752,121.462,102666240,81.19,42.969,12.838
192,256,196.653,35.187,175.507,20234240,81.28,17.791,3.355
193,256,180.667,76.774,134.187,61452288,81.34,38.460,8.019
194,256,208.438,139.489,137.309,118464512,81.37,56.888,14.241
195,256,215.743,146.311,146.847,107642880,81.40,55.466,13.430
196,256,443.033,98.568,397.197,68661248,81.46,36.501,9.335
197,256,187.851,155.681,120.006,136474624,81.48,51.678,16.168
198,256,222.392,210.659,132.709,160313344,81.49,70.441,19.241
199,256,178.767,137.207,118.655,115720192,81.52,46.453,13.660
200,256,226.933,206.513,137.923,163151872,81.52,69.063,19.947
201,256,202.590,97.177,143.092,85278720,81.57,49.137,10.361
202,256,218.104,165.781,145.098,126382080,81.60,57.148,15.857
203,256,226.934,238.786,130.121,174784512,81.60,75.506,21.307
204,256,213.441,195.195,133.848,141570048,81.61,62.443,17.150
205,256,249.164,242.321,149.692,197165056,81.60,75.551,23.921
206,256,201.259,155.787,130.674,118571008,81.63,55.868,14.716
207,256,216.983,190.153,132.998,149606400,81.64,65.833,18.152
208,256,252.933,331.516,131.633,257138688,81.60,92.597,28.703
209,256,184.067,141.943,119.451,116359168,81.63,50.318,14.298
210,256,199.043,129.793,137.004,99078144,81.67,49.580,12.458
211,256,244.731,267.565,135.774,224702464,81.65,82.832,26.124
212,256,215.763,180.718,138.195,146018304,81.66,60.354,17.213
213,256,209.791,192.788,128.816,156164096,81.67,61.958,19.016
214,256,169.161,101.621,120.014,88170496,81.72,38.329,10.817
215,256,301.583,158.923,231.770,116355072,81.74,55.359,14.455
216,256,198.602,147.269,129.881,126402560,81.77,53.515,15.207
217,256,211.565,194.135,122.891,173432832,81.77,68.091,20.583
218,256,204.285,104.622,143.783,86659072,81.81,49.513,10.989
219,256,159.291,84.044,123.028,62947328,81.86,28.690,7.573
220,256,216.576,151.185,139.507,120561664,81.88,61.121,15.947
221,256,171.496,113.386,123.651,86028288,81.92,36.798,11.047
222,256,160.126,68.213,121.229,64315392,81.97,30.869,8.028
223,256,227.385,147.499,161.808,96079872,82.01,52.902,12.675
224,256,178.555,45.065,148.004,36876288,82.07,25.373,5.178
225,256,190.240,33.332,165.638,23838720,82.14,21.075,3.527
226,256,152.136,48.023,120.917,47681536,82.19,24.455,6.764
227,256,178.295,44.405,148.372,37601280,82.25,25.121,4.802
228,256,176.073,23.698,156.699,19496960,82.32,16.090,3.284
229,256,218.299,75.567,171.603,59969536,82.36,37.885,8.812
230,256,167.966,117.118,121.498,93982720,82.40,34.987,11.482
231,256,248.242,271.341,145.068,214540288,82.38,77.700,25.474
232,256,262.668,354.811,137.275,265715712,82.33,93.993,31.399
233,256,240.072,285.312,135.775,205213696,82.32,79.375,24.921
234,256,252.169,263.744,151.300,201478144,82.30,76.658,24.212
235,256,224.579,156.577,145.623,129978368,82.32,62.440,16.516
236,256,179.302,108.290,125.451,91762688,82.35,42.572,11.278
237,256,934.449,180.451,849.241,136577024,82.37,62.476,22.731
238,256,208.644,176.077,129.803,140926976,82.38,60.380,18.461
239,256,229.040,142.343,152.978,109133824,82.41,62.803,13.259
240,256,190.171,166.945,123.875,136568832,82.42,50.452,15.844
241,256,209.603,153.926,139.300,127250432,82.44,54.818,15.484
242,256,217.069,166.277,140.641,129380352,82.45,60.619,15.809
243,256,246.324,367.522,123.482,296026112,82.40,88.645,34.197
244,256,209.310,160.814,133.251,130854912,82.42,60.016,16.042
245,256,197.110,93.358,141.602,77352960,82.45,45.530,9.978
246,256,155.200,67.618,121.318,53514240,82.50,26.882,7.000
247,256,144.177,34.222,121.573,36118528,82.56,17.808,4.797
248,256,182.073,122.631,120.971,104046592,82.58,48.413,12.689
249,256,199.421,134.792,137.567,97574912,82.61,49.309,12.546
250,256,212.035,159.695,140.929,130764800,82.62,55.112,15.994
251,256,216.228,134.391,147.728,103297024,82.65,55.680,12.821
252,256,180.683,72.105,143.583,55738368,82.70,29.484,7.615
253,256,212.231,67.004,175.595,36122624,82.75,31.275,5.360
254,256,196.749,178.316,121.672,138674176,82.76,58.180,16.897
255,256,189.567,65.075,152.811,52027392,82.80,29.375,7.381
256,256,177.353,52.412,145.739,41213952,82.85,25.571,6.043
# summary tokens=256 s/tok=0.210 tok/s=4.762 read_MiB=34014.8 io_s=44.41 compute_s/tok=0.137 io_s/tok=0.173 cache_hit_pct=82.9 n_prompt=42 load_s=13.588 prefill_s=10.732 prefill_tps=3.91 stall_s/tok=0.056 mgmt_s/tok=0.016 cache_resident_MiB=3997.3 cache_budget_MiB=4000.0 cache_resizes=0 spec_read_MiB=0.0 spec_experts=0 spec_useful=0
