# bmoe_metrics v1
# model=LFM2.5-8B-A1B-Q5_K_M.gguf arch=lfm2moe n_layer=24 n_expert=32 n_expert_used=4 threads=4 n_ctx=2048
# moe_stream=1 cache_mb=3000 cache_auto=0 cache_ceil_mb=0 force_cache=0 io_threads=4 o_direct=1 overlap=1 prefetch=0 dense_weights=anon
step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms,majflt,cpu_ms,dense_resident_frac,turn,majflt_mib,cache_budget_mib,rss_mib,rss_anon_mib,rss_file_mib,swap_mib,mem_available_mib,mem_free_mib,swap_free_mib
1,96,124.177,94.841,61.143,108408832,13.55,55.202,7.832,5639,405.574,-1.000,0,22.03,3000.0,5805.8,3557.4,2248.0,69.4,3284.0,184.3,9009.6
2,96,136.892,103.147,71.310,109871104,23.34,57.785,7.797,0,346.567,-1.000,0,0.00,3000.0,5757.7,3556.4,2200.9,69.4,3287.4,227.1,9006.4
3,96,90.140,72.317,37.960,93757440,31.02,45.337,6.843,6,241.740,-1.000,0,0.02,3000.0,5724.3,3561.9,2162.0,69.4,3285.5,270.2,9001.4
4,96,67.263,56.670,36.539,55910400,37.65,26.552,4.172,0,176.944,-1.000,0,0.00,3000.0,5667.7,3557.5,2109.8,69.4,3291.4,332.4,8998.1
5,96,91.217,104.895,40.513,101326848,42.32,43.845,6.859,0,234.738,1.000,0,0.00,3000.0,5657.3,3560.4,2096.5,69.4,3293.4,356.6,8992.4
6,96,62.201,19.220,41.445,30765056,47.06,18.129,2.628,0,181.516,1.000,0,0.00,3000.0,5613.0,3560.7,2051.9,69.5,3295.0,407.7,8990.4
7,96,127.470,100.358,40.953,148205568,49.63,75.443,11.075,6,360.041,1.000,0,0.02,3000.0,5612.5,3560.2,2051.9,69.5,3289.6,408.9,8986.1
8,96,153.485,71.179,80.968,108896256,52.24,60.139,12.378,0,360.866,1.000,0,0.00,3000.0,5612.1,3559.7,2051.9,69.5,3230.2,349.4,8986.1
9,96,172.120,103.421,71.328,155287552,54.00,86.188,14.603,0,385.257,1.000,0,0.00,3000.0,5614.5,3562.2,2051.9,69.5,3154.7,273.7,8986.1
10,96,118.572,40.101,68.075,78618624,56.28,43.184,7.313,0,300.692,1.000,0,0.00,3000.0,5614.4,3562.1,2051.9,69.5,3150.2,269.1,8986.1
11,96,174.073,81.145,77.332,132579328,57.78,78.515,18.226,8,377.646,1.000,0,0.03,3000.0,5614.0,3561.7,2051.9,69.5,3156.7,275.5,8986.1
12,96,130.232,52.956,68.370,101326848,59.38,52.732,9.129,1,266.477,1.000,0,0.00,3000.0,5614.4,3562.1,2051.9,69.5,3157.6,276.3,8986.1
13,96,192.996,94.485,80.763,156749824,60.36,95.356,16.876,0,416.952,1.000,0,0.00,3000.0,5613.6,3561.2,2051.9,69.5,3161.8,280.4,8986.1
14,96,95.766,22.924,58.696,53960704,62.01,32.090,4.981,1,250.043,1.000,0,0.00,3000.0,5613.6,3561.3,2051.9,69.5,3175.1,293.7,8986.6
15,96,177.608,163.300,71.923,205578240,62.43,87.221,18.465,6,366.461,1.000,0,0.02,3000.0,5531.9,3555.5,1976.0,69.4,3144.6,375.1,8987.1
16,96,174.677,95.723,79.998,149180416,63.18,79.260,15.420,0,353.770,1.000,0,0.00,3000.0,5533.3,3556.9,1976.0,69.4,3113.0,343.4,8987.1
17,96,128.801,14.041,105.686,30277632,64.64,20.244,2.871,0,313.108,1.000,0,0.00,3000.0,5532.5,3556.1,1976.0,69.4,3128.2,277.2,9013.6
18,96,59.459,13.925,37.716,38334464,65.92,19.088,2.655,0,177.221,1.000,0,0.00,3000.0,5531.6,3555.2,1976.0,69.4,3148.7,293.9,9014.9
19,96,59.241,15.381,35.239,39309312,67.09,21.089,2.912,6,176.176,1.000,0,0.02,3000.0,5532.0,3555.6,1976.0,69.4,3153.5,295.2,9015.4
20,96,105.143,49.157,48.203,92782592,67.85,48.765,8.175,0,248.779,1.000,0,0.00,3000.0,5531.3,3554.9,1976.0,69.4,3142.3,277.3,9016.4
21,96,128.519,51.528,66.266,92782592,68.56,53.319,8.935,0,297.840,1.000,0,0.00,3000.0,5492.2,3561.6,1930.2,69.4,3085.1,289.3,9016.6
22,96,99.031,29.431,58.933,62504960,69.38,35.030,5.069,0,215.531,1.000,0,0.00,3000.0,5463.5,3562.2,1900.9,69.4,3070.5,317.8,9016.9
23,96,108.629,43.059,70.198,62017536,70.15,30.517,7.914,6,273.129,1.000,0,0.02,3000.0,5463.6,3562.3,1900.9,69.4,3040.2,287.4,9016.9
24,96,92.096,33.262,56.173,62504960,70.86,30.441,5.482,0,198.011,1.000,0,0.00,3000.0,5456.4,3555.1,1900.9,69.4,3028.9,276.1,9016.9
25,96,49.927,6.005,40.872,15626240,71.75,8.196,0.859,0,147.261,1.000,0,0.00,3000.0,5463.5,3562.1,1900.9,69.4,3029.3,276.5,9016.9
26,96,87.992,12.302,70.486,30765056,72.51,15.103,2.402,0,272.517,1.000,0,0.00,3000.0,5463.6,3562.3,1900.9,69.4,3054.4,301.5,9016.9
27,96,58.479,7.294,45.857,15138816,73.29,11.211,1.411,6,175.230,1.000,0,0.02,3000.0,5463.5,3562.2,1900.9,69.4,3055.1,302.3,9016.9
28,96,50.325,6.578,39.470,15138816,74.02,9.472,1.383,0,136.136,1.000,0,0.00,3000.0,5463.0,3561.7,1900.9,69.4,3052.4,299.6,9016.9
29,96,44.965,3.218,39.199,7569408,74.75,4.640,1.126,1,126.773,1.000,0,0.00,3000.0,5463.0,3561.7,1900.9,69.4,3044.8,291.9,9016.9
30,96,39.674,0.000,39.367,0,75.47,0.000,0.307,0,111.455,1.000,0,0.00,3000.0,5463.0,3561.7,1900.9,69.4,3043.6,290.7,9016.9
31,96,72.897,17.584,44.028,38821888,75.99,26.060,2.808,6,202.768,1.000,0,0.02,3000.0,5463.1,3561.7,1900.9,69.4,3030.5,277.6,9016.9
32,96,46.801,3.662,40.337,8056832,76.60,5.795,0.669,0,119.172,1.000,0,0.00,3000.0,5463.6,3562.3,1900.9,69.4,3022.2,269.2,9016.9
33,96,75.042,18.042,43.253,47366144,77.04,27.541,4.248,0,214.052,1.000,0,0.00,3000.0,5457.2,3555.9,1900.9,69.4,3028.9,274.9,9016.9
34,96,95.283,22.137,53.281,54448128,77.42,36.835,5.167,0,286.501,1.000,0,0.00,3000.0,5457.1,3555.8,1900.9,69.4,3028.3,274.3,9016.9
35,96,81.954,19.121,48.326,46391296,77.81,29.500,4.128,6,250.960,1.000,0,0.02,3000.0,5456.6,3555.3,1900.9,69.4,3026.2,272.2,9016.9
36,96,68.335,12.986,46.666,30277632,78.24,19.386,2.284,0,198.221,1.000,0,0.00,3000.0,5462.4,3561.1,1900.9,69.4,3020.5,266.5,9017.1
37,96,54.307,6.361,44.128,15138816,78.70,8.409,1.769,0,148.312,1.000,0,0.00,3000.0,5462.5,3561.2,1900.9,69.4,3026.2,272.2,9017.1
38,96,81.380,35.765,50.367,47853568,79.04,26.116,4.897,0,225.593,1.000,0,0.00,3000.0,5463.5,3562.2,1900.9,69.4,3028.5,274.5,9017.1
39,96,98.380,37.591,52.041,77156352,79.25,38.399,7.940,6,301.435,1.000,0,0.02,3000.0,5461.6,3560.3,1900.9,69.2,3036.7,282.6,9017.1
40,96,79.324,18.512,47.302,46878720,79.56,26.779,5.243,0,217.699,1.000,0,0.00,3000.0,5461.7,3560.4,1900.9,69.2,3039.6,285.5,9017.1
41,96,145.439,87.145,54.437,148692992,79.54,76.898,14.105,0,362.742,1.000,0,0.00,3000.0,5461.2,3559.9,1900.9,69.2,3034.6,280.5,9017.1
42,96,122.662,43.746,66.603,86188032,79.71,48.122,7.937,0,260.708,1.000,0,0.00,3000.0,5462.1,3560.8,1900.9,69.2,3051.9,297.8,9017.1
43,96,108.666,22.582,68.425,53960704,79.96,34.179,6.062,6,297.314,1.000,0,0.02,3000.0,5461.2,3559.9,1900.9,69.2,3045.1,290.1,9017.4
44,96,144.969,105.537,58.399,141611008,79.95,72.024,14.546,2,301.957,1.000,0,0.01,3000.0,5459.4,3558.1,1900.9,69.2,3016.8,261.8,9017.4
45,96,95.999,20.778,59.329,54935552,80.19,31.137,5.533,0,198.596,1.000,0,0.00,3000.0,5430.6,3559.4,1870.8,69.2,2944.6,314.0,9019.7
46,96,102.881,40.187,58.055,78131200,80.36,38.268,6.558,0,242.292,1.000,0,0.00,3000.0,5431.2,3560.0,1870.8,69.2,2920.2,289.5,9019.7
47,96,81.773,11.274,59.848,30765056,80.65,19.395,2.530,6,224.843,1.000,0,0.02,3000.0,5431.3,3560.2,1870.8,69.2,2912.1,281.4,9019.7
48,96,206.274,215.465,62.739,255152128,80.31,120.052,23.482,0,334.758,1.000,0,0.00,3000.0,5430.3,3559.1,1870.8,69.2,2912.0,277.5,9019.7
49,96,142.307,38.221,76.899,86675456,80.44,56.240,9.169,0,291.819,1.000,0,0.00,3000.0,5431.6,3560.4,1870.8,69.2,2907.5,272.9,9019.7
50,96,115.482,34.951,67.215,70074368,80.61,42.018,6.249,0,255.104,1.000,0,0.00,3000.0,5432.3,3561.1,1870.8,69.2,2915.6,280.8,9019.7
51,96,77.088,10.354,64.869,23683072,80.89,9.990,2.229,12,209.248,1.000,0,0.05,3000.0,5432.6,3561.4,1870.8,69.2,2919.1,284.3,9019.9
52,96,81.781,30.336,44.811,54448128,81.09,31.795,5.175,0,196.609,1.000,0,0.00,3000.0,5432.6,3561.5,1870.8,69.2,2947.0,312.2,9019.9
53,96,60.557,9.227,44.783,23195648,81.35,13.366,2.409,0,169.918,1.000,0,0.00,3000.0,5432.2,3561.0,1870.8,69.2,2957.6,322.8,9019.9
54,96,60.414,12.094,39.829,31739904,81.59,18.117,2.468,0,170.113,1.000,0,0.00,3000.0,5433.2,3562.0,1870.8,69.2,2965.0,330.2,9019.9
55,96,61.879,13.148,40.114,31739904,81.82,19.139,2.626,6,170.738,1.000,0,0.02,3000.0,5433.4,3562.2,1870.8,69.2,2972.9,338.1,9020.2
56,96,58.211,9.859,41.574,23195648,82.06,14.497,2.140,0,165.975,1.000,0,0.00,3000.0,5433.8,3562.6,1870.8,69.2,2966.8,329.9,9021.2
57,96,65.370,18.035,41.761,38334464,82.26,20.399,3.210,0,195.013,1.000,0,0.00,3000.0,5432.6,3561.4,1870.8,69.2,2966.6,329.6,9021.4
58,96,66.540,14.921,41.351,38334464,82.45,21.417,3.771,0,204.655,1.000,0,0.00,3000.0,5432.1,3560.9,1870.8,69.2,2965.6,328.7,9021.4
59,96,83.691,23.310,43.347,63479808,82.58,34.852,5.492,6,255.674,1.000,0,0.02,3000.0,5427.2,3556.0,1870.8,69.1,2967.8,330.5,9021.4
60,96,81.016,33.941,48.042,53960704,82.73,27.557,5.417,0,234.446,1.000,0,0.00,3000.0,5426.4,3555.2,1870.8,69.1,2968.6,331.2,9021.4
61,96,110.126,46.572,55.661,84725760,82.80,47.839,6.626,0,295.818,1.000,0,0.00,3000.0,5433.2,3562.0,1870.8,69.1,2923.2,285.8,9021.4
62,96,104.676,43.449,61.611,69586944,82.90,35.710,7.355,0,232.791,1.000,0,0.00,3000.0,5432.3,3561.1,1870.8,69.1,2913.5,276.2,9021.4
63,96,100.950,22.778,61.589,54935552,83.04,33.224,6.137,12,257.327,1.000,0,0.05,3000.0,5432.3,3561.2,1870.8,69.0,2925.5,279.3,9021.7
64,96,68.707,10.000,52.272,23683072,83.23,14.583,1.852,0,155.462,1.000,0,0.00,3000.0,5432.7,3561.5,1870.8,69.0,2924.0,277.8,9021.7
65,96,58.123,13.358,38.541,30765056,83.41,17.275,2.307,0,169.078,1.000,0,0.00,3000.0,5431.2,3560.0,1870.8,69.0,2923.4,276.0,9021.7
66,96,40.315,3.248,35.155,7569408,83.63,4.274,0.886,0,102.614,1.000,0,0.00,3000.0,5431.4,3560.2,1870.8,69.0,2931.0,283.6,9021.7
67,96,36.310,0.000,36.017,0,83.85,0.000,0.293,12,93.475,1.000,0,0.05,3000.0,5431.5,3560.3,1870.8,69.0,2929.5,282.2,9021.7
68,96,47.912,7.697,36.649,15138816,84.04,9.861,1.402,0,129.090,1.000,0,0.00,3000.0,5431.1,3559.9,1870.8,69.0,2931.8,284.4,9021.9
69,96,57.439,15.654,39.181,30765056,84.20,15.305,2.953,0,154.304,1.000,0,0.00,3000.0,5426.6,3559.8,1866.4,69.0,2853.3,288.2,9021.9
70,96,48.037,5.865,38.158,15626240,84.38,8.436,1.443,0,144.186,1.000,0,0.00,3000.0,5426.5,3559.7,1866.4,69.0,2863.4,298.3,9021.9
