step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms
147,256,256.941,321.823,134.411,236969984,70.13,94.405,28.125
148,256,311.021,518.019,130.114,371363840,70.07,137.011,43.896
149,256,251.946,366.345,122.657,261595136,70.09,96.872,32.417
150,256,270.092,372.205,130.044,259424256,70.11,108.249,31.799
151,256,266.100,349.298,135.270,240615424,70.14,102.378,28.453
152,256,255.435,207.638,159.120,142372864,70.24,79.562,16.753
153,256,191.512,153.332,123.808,114237440,70.35,53.469,14.235
154,256,288.951,446.454,133.753,313397248,70.32,119.197,36.001
155,256,236.517,298.586,125.749,218890240,70.37,85.410,25.358
156,256,241.976,289.673,130.718,195047424,70.42,87.425,23.833
157,256,210.055,166.130,134.729,114216960,70.53,60.287,15.039
158,256,228.471,264.258,129.713,184991744,70.59,76.460,22.298
159,256,276.796,382.521,135.883,278130688,70.59,108.540,32.373
160,256,247.622,293.995,131.197,219738112,70.64,89.913,26.511
161,256,223.443,268.633,121.456,191459328,70.69,79.666,22.322
162,256,221.696,234.419,127.439,159662080,70.77,74.339,19.918
163,256,193.265,110.894,136.620,79458304,70.89,46.626,10.019
164,256,220.217,222.328,130.068,151724032,70.96,72.251,17.898
165,256,196.053,96.609,143.227,70766592,71.09,43.130,9.696
166,256,176.796,125.656,122.790,90390528,71.20,42.374,11.631
167,256,242.496,220.388,144.081,164663296,71.27,77.847,20.567
168,256,227.146,199.833,146.479,132218880,71.35,64.836,15.830
169,256,243.802,284.086,132.406,200884224,71.40,87.749,23.647
170,256,199.165,120.724,139.196,88760320,71.50,48.351,11.619
171,256,292.183,476.025,133.651,326643712,71.47,119.740,38.792
172,256,277.539,402.876,130.881,287465472,71.46,113.385,33.273
173,256,268.988,431.885,123.352,309174272,71.44,109.486,36.150
174,256,237.471,298.515,126.848,210927616,71.48,85.904,24.719
175,256,236.919,285.088,126.528,204591104,71.52,86.326,24.065
176,256,271.584,343.463,140.851,252772352,71.53,98.036,32.696
177,256,247.964,304.115,137.445,199401472,71.57,87.101,23.418
178,256,227.432,215.629,141.218,158920704,71.63,66.197,20.017
179,256,275.371,344.680,137.525,256479232,71.64,107.583,30.263
180,256,310.842,534.450,130.629,372109312,71.59,136.605,43.608
181,256,250.153,284.744,137.143,204500992,71.63,87.603,25.407
182,256,253.630,312.500,138.388,220385280,71.65,88.425,26.817
183,256,253.567,355.124,125.557,254423040,71.66,98.146,29.865
184,256,245.233,296.361,130.734,205250560,71.70,90.245,24.253
185,256,317.254,587.744,124.122,429604864,71.61,143.627,49.505
186,256,266.284,376.781,129.185,265166848,71.62,107.035,30.064
187,256,211.535,193.141,128.389,125755392,71.69,67.553,15.593
188,256,255.368,321.698,133.641,224690176,71.72,94.666,27.061
189,256,201.336,191.044,120.693,145256448,71.79,63.389,17.254
190,256,272.140,378.466,135.818,270065664,71.78,104.410,31.911
191,256,201.520,188.585,120.659,143142912,71.85,63.601,17.260
192,256,194.386,69.163,151.485,51273728,71.97,35.931,6.971
193,256,299.747,477.327,134.062,330223616,71.94,127.539,38.146
194,256,260.627,348.517,128.614,255016960,71.94,102.028,29.985
195,256,234.117,263.436,127.688,197296128,71.98,83.300,23.129
196,256,352.566,180.424,270.597,111988736,72.06,67.748,14.221
197,256,232.252,317.471,122.239,217427968,72.09,84.699,25.313
198,256,299.889,461.302,135.502,335118336,72.05,124.393,39.995
199,256,213.423,208.740,126.060,157683712,72.11,68.504,18.859
200,256,249.828,393.614,120.969,271540224,72.10,98.021,30.838
201,256,218.015,196.433,132.329,140156928,72.17,69.046,16.640
202,256,321.837,561.697,136.814,383365120,72.11,140.741,44.282
203,256,319.665,577.403,132.108,398639104,72.04,140.797,46.760
204,256,254.293,321.523,131.180,242016256,72.05,94.743,28.369
205,256,253.108,324.176,128.864,241254400,72.06,96.540,27.705
206,256,299.598,463.882,134.110,336633856,72.03,126.440,39.048
