step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms
174,256,571.224,96.473,537.780,63934464,76.15,24.443,9.001
175,256,341.844,116.642,302.757,81149952,76.24,27.718,11.369
176,256,287.213,45.807,270.079,31358976,76.36,12.473,4.662
177,256,215.542,339.832,116.373,270925824,76.35,63.985,35.184
178,256,258.845,568.664,92.591,464990208,76.25,108.274,57.981
179,256,274.007,605.495,95.203,496754688,76.14,116.726,62.078
180,256,185.639,326.970,88.460,263503872,76.14,65.671,31.508
181,256,171.752,263.480,88.831,204324864,76.17,56.409,26.512
182,256,212.505,403.966,92.331,326283264,76.14,79.817,40.357
183,256,334.806,230.771,266.691,180092928,76.18,43.750,24.364
184,256,150.923,210.612,88.331,161488896,76.23,42.913,19.680
185,256,140.934,147.498,92.929,117436416,76.30,32.408,15.597
186,256,151.929,210.208,88.182,161722368,76.35,43.552,20.194
187,256,107.383,62.118,85.761,44052480,76.45,15.374,6.247
188,256,151.126,209.851,86.714,163749888,76.49,44.810,19.602
189,256,143.642,73.927,115.956,50601984,76.59,20.099,7.586
190,256,110.137,61.894,89.788,45502464,76.69,14.072,6.277
191,256,195.703,361.949,89.801,285880320,76.67,70.525,35.377
192,256,195.938,355.056,90.704,284430336,76.66,69.335,35.899
193,256,185.402,278.398,101.754,210874368,76.68,57.632,26.015
194,256,173.556,274.794,91.432,215162880,76.70,55.065,27.059
195,256,342.830,194.481,281.940,140795904,76.76,42.441,18.449
196,256,160.410,172.854,105.582,132157440,76.81,37.791,17.036
197,256,135.342,103.586,100.634,78483456,76.89,24.256,10.452
198,256,257.953,544.264,96.864,445108224,76.81,107.240,53.849
199,256,272.179,287.074,189.025,227684352,76.82,54.622,28.533
200,256,482.723,661.668,289.679,526086144,76.70,124.603,68.441
201,256,157.309,214.502,89.449,165949440,76.75,46.284,21.576
202,256,393.567,395.875,278.001,318222336,76.72,75.695,39.871
203,256,158.730,216.656,91.910,172560384,76.76,45.506,21.313
204,256,142.459,137.018,96.288,102653952,76.82,35.355,10.815
205,256,148.724,200.074,87.528,156966912,76.87,41.660,19.537
206,256,104.983,50.450,87.546,37097472,76.96,11.564,5.872
207,256,110.992,70.293,87.434,52051968,77.05,16.022,7.536
208,256,141.714,182.085,86.784,139345920,77.09,37.415,17.515
209,256,200.219,337.206,100.081,266809344,77.09,68.130,32.007
210,256,260.112,532.919,101.346,440585728,77.01,103.618,55.147
211,256,153.868,179.440,95.133,143634432,77.06,40.365,18.370
212,256,118.932,111.169,84.311,84799488,77.13,23.811,10.811
213,256,172.659,279.930,89.101,214007808,77.14,58.795,24.763
214,256,124.558,113.060,88.792,86888448,77.21,24.055,11.711
215,256,121.569,94.778,89.487,68050944,77.29,22.469,9.613
216,256,107.875,54.047,87.474,38313984,77.37,14.596,5.805
217,256,371.776,251.229,298.095,185020416,77.40,49.185,24.496
218,256,463.755,380.587,357.107,278925312,77.39,72.437,34.211
219,256,291.172,95.972,254.934,69267456,77.46,26.554,9.684
220,256,1286.721,713.548,1108.138,501166080,77.36,112.102,66.482
221,256,665.861,279.725,576.466,202063872,77.38,63.062,26.333
222,256,167.801,254.630,90.333,195686400,77.40,52.604,24.863
223,256,646.837,667.014,457.661,545095680,77.28,120.048,69.128
224,256,194.185,335.287,96.512,263970816,77.28,65.241,32.432
225,256,170.157,253.406,94.412,199630848,77.30,51.079,24.666
226,256,199.570,355.624,95.530,282574848,77.29,68.952,35.089
227,256,384.466,361.402,281.149,273997824,77.28,69.414,33.904
228,256,217.630,359.303,112.345,286519296,77.27,69.403,35.883
229,256,197.645,302.215,104.849,240377856,77.27,62.021,30.774
230,256,203.194,298.834,111.531,227278848,77.28,62.998,28.665
231,256,167.523,213.409,101.463,165371904,77.31,46.457,19.604
232,256,130.237,115.060,91.547,85032960,77.38,27.839,10.851
233,256,672.393,546.989,509.712,437685760,77.31,108.103,54.579
234,256,878.474,737.263,668.225,594714624,77.18,137.191,73.058
235,256,212.473,399.701,96.712,319266816,77.15,76.410,39.351
236,256,231.155,400.147,111.107,319905792,77.13,81.737,38.311
237,256,250.326,486.169,110.515,397922304,77.08,95.035,44.777
238,256,251.649,498.851,115.144,405172224,77.02,90.787,45.718
239,256,210.875,350.162,110.477,272547840,77.02,70.155,30.243
240,256,179.088,225.112,105.289,177020928,77.05,53.188,20.611
241,256,186.116,265.154,105.576,204963840,77.06,57.465,23.074
242,256,167.102,201.975,103.317,161083392,77.10,45.684,18.101
